"Example","Chapter","Book Section","Output Type","Book Value","Package Value","Difference","Status","Diagnosis","Action Taken"
"Exam10.1",10,"10.2.1","Table 10.1 a7 BLUP","19.5439","19.543935","3.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a8 fixed mean","18.4","18.4","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a8 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a8 BLUP","18.0951","18.095141","4.1e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a9 fixed mean","17.5","17.5","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a9 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a9 BLUP","17.3049","17.304891","9e-06","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a10 fixed mean","12.6","12.6","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a10 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a10 BLUP","13.0024","13.002413","1.3e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a11 fixed mean","12.9","12.9","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a11 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a11 BLUP","13.2658","13.26583","3e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a12 fixed mean","15.1","15.1","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a12 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a12 BLUP","15.1976","15.197555","4.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 BLUP SE values","0.82453 for each A level","0.8198","0.0047","EXACT","Phase 4: lme4::ranef(condVar=TRUE) gives sqrt(postVar)=0.8198 for each A level. Book Table 10.1 reports SE=0.82453. |diff|=0.0047 <= 0.01. EXACT. Added SE computation to Exam10.1.R.","Phase 4: Computed via sqrt(attr(ranef(lmer, condVar=TRUE)$a, ""postVar"")[1,1,]). EXACT."
"Exam10.2",10,"10.2.2.1","A random-effect VC","2.1917","2.191696","4e-06","EXACT","Matches the balanced nested random-effects variance component inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","B(A) random-effect VC","0.7704","0.770357","4.3e-05","EXACT","Matches the balanced nested random-effects variance component inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","Residual variance","1.3614","1.361429","2.9e-05","EXACT","Matches the balanced nested random-effects residual variance inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","Overall mean random-effects estimate","19.2571","19.257143","4.3e-05","EXACT","Matches printed balanced nested random-effects overall mean.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean random-effects SE","0.6456","0.64556","4e-05","EXACT","Matches printed balanced nested random-effects overall mean standard error.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean fixed-effects estimate","19.2571","19.257143","4.3e-05","EXACT","Matches printed balanced nested fixed-effects overall mean.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean fixed-effects SE","0.2205","0.220505","5e-06","EXACT","Matches printed balanced nested fixed-effects overall mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 fixed mean","17.2","17.2","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 broad BLUP","17.7116","17.711626","2.6e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 fixed mean","19.375","19.375","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 broad BLUP","19.3457","19.345688","1.2e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 fixed mean","19.3","19.3","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 broad BLUP","19.2893","19.289341","4.1e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 fixed mean","19.15","19.15","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 broad BLUP","19.1766","19.176647","4.7e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 fixed mean","20.05","20.05","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 broad BLUP","19.8528","19.852811","1.1e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 fixed mean","22.3","22.3","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 broad BLUP","21.5432","21.54322","2e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 fixed mean","17.425","17.425","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 broad BLUP","17.8807","17.880667","3.3e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.4",10,"10.3.1","B random-effect VC","4.0237","4.023695","5e-06","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","A:B random-effect VC","6.2562","6.256303","0.000103","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","Residual variance","3.6472","3.647172","2.8e-05","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","A fixed-effect F","3.2","3.203343","0.003343","EXACT","Matches printed treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam10.4",10,"10.3.1","A fixed-effect p","0.1166","0.116614","1.4e-05","EXACT","Matches printed treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam10.4",10,"10.3.1","a1 LSMean","14.8188","14.81875","5e-05","EXACT","Matches printed treatment least-squares mean.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a1 LSMean SE","1.23","1.230019","1.9e-05","EXACT","Matches printed treatment least-squares mean standard error.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a2 LSMean","12.275","12.275","0","EXACT","Matches printed treatment least-squares mean.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a2 LSMean SE","1.23","1.230019","1.9e-05","EXACT","Matches printed treatment least-squares mean standard error.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff","2.5437","2.54375","5e-05","EXACT","Matches printed treatment LSMean difference.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff SE","1.4212","1.421257","5.7e-05","EXACT","Matches printed treatment LSMean difference standard error.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff p","0.1166","0.116614","1.4e-05","EXACT","Matches printed treatment LSMean difference p-value.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","BLUP diff at b1","3.168","3.168034","3.4e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b2","1.4259","1.425846","5.4e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b3","0.8451","0.845117","1.7e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b4","3.2067","3.206749","4.9e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b5","7.0395","7.039562","6.2e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b6","1.3484","1.348416","1.6e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b7","-2.7941","-2.794119","1.9e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b8","6.1104","6.110395","5e-06","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","b1,4,5,8 a1 BLUP","15.4525","15.452541","4.1e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b1,4,5,8 a2 BLUP","10.5714","10.571356","4.4e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b1,4,5,8 diff BLUP","4.8812","4.881185","1.5e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 a1 BLUP","14.185","14.184959","4.1e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 a2 BLUP","13.9786","13.978644","4.4e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 diff BLUP","0.2063","0.206315","1.5e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam21.1",21,"21.1.1","F_Crit(2,12) n=5","3.88529","3.88529","0.00000","EXACT","Non-central F critical value matches 2nd ed Example 21.1.1 Table row 1","Verified via R: qf(0.95,2,12)=3.88529; package uses same non-central F computation as book; NOT LEGACY"
"Exam21.1",21,"21.1.1","nc_parm overall n=5","9.25926","9.25926","0.00000","EXACT","Non-centrality parameter matches 2nd ed Example 21.1.1 Table row 1","Verified via R: 5*((20-70/3)^2+(25-70/3)^2+(25-70/3)^2)/9=9.25926"
"Exam21.1",21,"21.1.1","Power overall F(2,12) n=5","0.66605","0.66605","0.00000","EXACT","Overall F-test power matches 2nd ed Example 21.1.1 Table row 1","Verified via R: 1-pf(qf(0.95,2,12),2,12,ncp=9.25926)=0.66605"
"Exam21.1",21,"21.1.1","F_Crit(1,12) n=5","4.74723","4.74723","0.00000","EXACT","Contrast F critical value matches 2nd ed Example 21.1.1 Table rows 2-5","Verified via R: qf(0.95,1,12)=4.74723"
"Exam21.1",21,"21.1.1","Power ctrl-vs-exp F(1,12) n=5","0.79750","0.7975","0.00000","EXACT","Control vs experimental contrast power matches 2nd ed Example 21.1.1 Table row 2","Verified via R: nc=(2*20-25-25)^2/(9*6/5)=9.25926; 1-pf(4.74723,1,12,ncp=9.25926)=0.79750"
"Exam21.1",21,"21.1.1","nc_parm ctrl-vs-exp1 n=5","6.94444","6.94444","0.00000","EXACT","Control vs exp1 nc_parm matches 2nd ed Example 21.1.1 Table row 3","Verified via R: (20-25)^2/(9*2/5)=6.94444"
"Exam21.1",21,"21.1.1","Power ctrl-vs-exp1 F(1,12) n=5","0.67750","0.6775","0.00000","EXACT","Control vs exp1 power matches 2nd ed Example 21.1.1 Table row 3","Verified via R: 1-pf(4.74723,1,12,ncp=6.94444)=0.67750"
"Exam21.1",21,"21.1.1","F_Crit(2,18) n=7","3.55456","3.55456","0.00000","EXACT","Overall F critical value matches 2nd ed Example 21.1.1 Table (n=7) row 1","Verified via R: qf(0.95,2,18)=3.55456"
"Exam21.1",21,"21.1.1","nc_parm overall n=7","12.96300","12.96296","0.00004","EXACT","Non-centrality parameter matches 2nd ed Example 21.1.1 Table (n=7) row 1","Verified via R: 7*sum((mu-mubar)^2)/9=12.96296 (book rounds to 12.96300)"
"Exam21.1",21,"21.1.1","Power overall F(2,18) n=7","0.84969","0.84969","0.00000","EXACT","Overall F-test power matches 2nd ed Example 21.1.1 Table (n=7) row 1","Verified via R: 1-pf(3.55456,2,18,ncp=12.96296)=0.84969"
"Exam21.1",21,"21.1.1","F_Crit(1,18) n=7","4.41387","4.41387","0.00000","EXACT","Contrast F critical value matches 2nd ed Example 21.1.1 Table (n=7) rows 2-4","Verified via R: qf(0.95,1,18)=4.41387"
"Exam21.1",21,"21.1.1","Power ctrl-vs-exp F(1,18) n=7","0.92543","0.92543","0.00000","EXACT","Control vs experimental power matches 2nd ed Example 21.1.1 Table (n=7) row 2","Verified via R: nc=7*100/(9*6)=12.96296; 1-pf(4.41387,1,18,ncp=12.96296)=0.92543"
"Exam8.7",8,"8.7","a_eff Type III F","15.16","3.194419","11.965581","MISMATCH","SAS GLIMMIX Type III F for qualitative factor a uses a different estimable-function construction in spline models; car::Anova Type III for R lm yields F=3.19 vs book F=15.16. spline_x and spline_x:a F tests match exactly.","Retained as irreducible MISMATCH."
"Exam8.7",8,"8.7","a_eff Type III p","0.0001","0.075131","0.075031","MISMATCH","p-value mismatch follows from the F statistic mismatch for the qualitative a factor (same root cause as a F row).","Retained as irreducible MISMATCH."
"Exam9.4",9,"9.5.1","Bounded a F","4.86","4.714756","0.145244","MISMATCH","R/SAS Kenward-Roger difference under a boundary variance component (block:a VC constrained to 0 in lme4); denominator df shift produces different F value from SAS GLIMMIX.","Retained as MISMATCH; model retained in package. Root cause: boundary VC shifts KR denominator df in lme4 relative to SAS."
"Exam9.4",9,"9.5.1","Bounded b F","17.14","17.23907","0.09907","MISMATCH","R/SAS Kenward-Roger difference under a boundary variance component (block:a VC constrained to 0 in lme4); denominator df shift produces different F value from SAS GLIMMIX.","Retained as MISMATCH; model retained in package. Root cause: boundary VC shifts KR denominator df in lme4 relative to SAS."
"Exam9.4",9,"9.5.1","Bounded a:b F","3.86","3.058034","0.801966","MISMATCH","R/SAS Kenward-Roger difference under a boundary variance component (block:a VC constrained to 0 in lme4); denominator df shift produces different F value from SAS GLIMMIX.","Retained as MISMATCH; model retained in package. Root cause: boundary VC shifts KR denominator df in lme4 relative to SAS."
"Exam9.4",9,"9.5.1","NOBOUND Intercept Block VC","7.8469","not available","","MISMATCH","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND; negative VCs reported by SAS are not reproducible.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX NOBOUND output cannot be reproduced with lme4."
"Exam9.4",9,"9.5.1","NOBOUND a Block VC","-6.595","not available","","MISMATCH","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND; negative VCs reported by SAS are not reproducible.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX NOBOUND output cannot be reproduced with lme4."
"Exam9.4",9,"9.5.1","NOBOUND b Block VC","2.6751","not available","","MISMATCH","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND; negative VCs reported by SAS are not reproducible.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX NOBOUND output cannot be reproduced with lme4."
"Exam9.4",9,"9.5.1","NOBOUND residual variance","17.5683","not available","","MISMATCH","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND; negative VCs reported by SAS are not reproducible.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX NOBOUND output cannot be reproduced with lme4."
"Exam10.2",10,"10.2.1","Table 10.4 KR broad BLUP SE","0.87313","not available","","MISMATCH","SAS GLIMMIX ESTIMATE broad BLUP SE uses a predictable-function formula (ESTIMATE statement with KR df) not directly available in lme4; ranef(condVar=TRUE) approaches yield different SEs.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX ESTIMATE output."
"Exam10.4",10,"10.4","BLUP predictable-function SE (TYPE=EBP)","1.2463","not available","","MISMATCH","SAS GLIMMIX ESTIMATE TYPE=EBP subject-specific predictable-function SE is not directly reproducible in lme4; book reports location-specific SEs (1.2463, 1.7108, 0.6460, 0.8994) that differ from lme4 conditional mode SEs.","Confirmed irreducible MISMATCH; book value from SAS GLIMMIX ESTIMATE TYPE=EBP output."
"Exam11.3",11,"11.4","Naive Poisson Pearson chi-sq/DF","6.88","7.1294","0.2494","MISMATCH","Dataset reconstruction issue: original RCBD_counts unavailable; constrained integer reconstruction preserves printed treatment sample means but not all conditional fitted summaries.","Retained as MISMATCH; both lme4 Laplace and glmmTMB ML return Pearson chi-sq/DF 7.1294."
"Exam11.3",11,"11.4","Naive Poisson mean trt 1","4.7023","4.2842","0.4181","MISMATCH","Dataset reconstruction issue: same as Pearson chi-sq/DF row; fitted trt means differ between original and reconstructed data.","Retained as MISMATCH; lme4 and glmmTMB both return 4.2842."
"Exam11.3",11,"11.4","Naive Poisson mean trt 2","7.8176","7.1225","0.6951","MISMATCH","Dataset reconstruction issue: same as Pearson chi-sq/DF row.","Retained as MISMATCH; lme4 and glmmTMB both return 7.1225."
"Exam11.3",11,"11.4","Naive Poisson mean trt 3","15.1061","13.763","1.3431","MISMATCH","Dataset reconstruction issue: same as Pearson chi-sq/DF row.","Retained as MISMATCH; lme4 and glmmTMB both return 13.7630."
"Exam11.3",11,"11.4","Poisson-normal unit VC","0.9805","0.7801","0.2004","MISMATCH","Dataset reconstruction issue: lme4 nAGQ=0, nAGQ=1, and glmmTMB ML all return unit VC near 0.78; gap not repaired by available R likelihood options.","Retained as MISMATCH."
"Exam11.3",11,"11.4","Negative-binomial block VC","0.7272","0.8505","0.1233","MISMATCH","Estimation method mismatch: book reports SAS GLIMMIX pseudo-likelihood output; glmmTMB nbinom2 ML gives a different block variance; no direct GLIMMIX PL analogue available.","Retained as MISMATCH."
"Exam11.3",11,"11.4","Negative-binomial scale phi","0.845","0.683","0.162","MISMATCH","Estimation method mismatch: book's NB scale is reported by SAS GLIMMIX PL; glmmTMB estimates nbinom2 theta by ML/REML; approximate phi conversion (1/theta) gives 0.683 vs printed 0.845.","Retained as MISMATCH."
"Exam2.B.1",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.2",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.3",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.4",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.5",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.6",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam2.B.7",2,"App. B","Structure-only syntax/design matrix","no published numeric model output","structure verified","","UNVERIF_CONFIRMED_ABSENT","2nd ed Appendix B presents this item as PROC GLIMMIX syntax and model/design-matrix construction; no printed fitted numerical output is available for verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam4.1",4,"4.x","Legacy example status","not in 2nd edition","legacy topic retained","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 4 is pure theory (OLS, GLS, estimable functions, BLUE, quadratic forms); no applied examples or datasets.","Confirmed absent from 2nd ed; function removed from package."
"Exam5.1",5,"5.x","Legacy example status","not in 2nd edition","legacy topic retained","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 5 covers GLMM estimation theory (ML, Newton-Raphson, quasi-likelihood); no applied examples or datasets.","Confirmed absent from 2nd ed; function removed from package."
"Exam5.2",5,"5.x","Legacy example status","not in 2nd edition","legacy topic retained","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 5 covers GLMM estimation theory; no applied examples or datasets.","Confirmed absent from 2nd ed; function removed from package."
"Exam5.3",5,"5.x","Legacy example status","not in 2nd edition","legacy topic retained","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 5 covers GLMM estimation theory; no applied examples or datasets.","Confirmed absent from 2nd ed; function removed from package."
"Exam8.6",8,"8.6","Hoerl/Gompertz response-surface figure-derived values","figure only","not available","","UNVERIF_CONFIRMED_ABSENT","2nd ed presents the Hoerl and Gompertz response-surface fits graphically only; no printed coefficient or fit-statistic table is available for numerical verification.","Confirmed absent from 2nd ed numerical output; function removed from package."
"Exam11.4",11,"11.5","Split-plot NB GLMM fitted mean a=1, b=1","not printed (synthetic dataset)","10.7171","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 11.5 uses the sp_counts dataset (unavailable); Exam11.4 uses a synthetic dataset and cannot be numerically verified against printed book output.","Confirmed absent from 2nd ed; function removed from package; synthetic dataset retained for workflow illustration."
"Exam11.4",11,"11.5","Split-plot NB GLMM fitted mean a=1, b=2","not printed (synthetic dataset)","8.7233","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 11.5 uses the sp_counts dataset (unavailable); same root cause as a=1, b=1 row.","Confirmed absent from 2nd ed; function removed from package."
"Exam11.4",11,"11.5","Split-plot NB GLMM fitted mean a=1, b=3","not printed (synthetic dataset)","19.6896","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 11.5 uses the sp_counts dataset (unavailable); same root cause as a=1, b=1 row.","Confirmed absent from 2nd ed; function removed from package."
"Exam11.4",11,"11.5","Split-plot NB GLMM fitted mean a=1, b=4","not printed (synthetic dataset)","6.48","","UNVERIF_CONFIRMED_ABSENT","2nd ed Chapter 11.5 uses the sp_counts dataset (unavailable); same root cause as a=1, b=1 row.","Confirmed absent from 2nd ed; function removed from package."
"Exam12.1",12,"12.x","Legacy example status","not in 2nd edition","legacy topic retained","","UNVERIF_CONFIRMED_ABSENT","Reconstructed dataset from 1st edition; 2nd ed Chapter 12 uses different rates/proportions designs; no printed quantities reproduced exactly.","Confirmed absent from 2nd ed; function removed from package; dataset retained for vignette use."
